esperanto,english,cefr_level,is_suspicious
Hirokitaj intervaloj de 1. 1. cm ĝis 8 cm ĝis korpo longeco.,Hyperoliids range from 1.5 cm to 8 cm in body length .,B2,False
"Sociaj kaj ampoloj, la nomo venas de la papagoj, kiun mono grandigis, kaj la longaj periodoj, kiujn paro kunigis, sidas kune.","Social and affectionate , the name comes from the parrots ' strong , monogamous pair bonding and the long periods which paired birds spend sitting together .",B2,False
"Ilia komuna nomo venas de la papagoj, forta, monoga paro ligita kaj la longa tempo, sidante kune.","Their common name comes from the parrots ' strong , monogamous pair bonding and the long time the pairs spend sitting together .",B2,False
Kreskado de kontraŭa popika kaj droga ŝakrado gravas por la politika kaj ekonomia situacio de Afganujo.,Growing Opium poppy and drug trafficking are important to the political and economic situation of Afghanistan .,B2,False
Kaj en granda templo posedis vastajn templojn kaj dungis milojn damenanoj por provizi ĝian bezonojn.,A large temple also owned sizable tracts of land and employed thousands of laymen to supply its needs .,B2,False
Dum la evoluo de artilirio daŭris preskaŭ ĉiuj pafiloj de iu ajn grandeco fariĝis kapablaj moviĝi iom rapide.,"As the evolution of artillery continued , almost all guns of any size became capable of being moved at some speed .",B2,False
"Kiel artilerio evoluigis atentecon, preskaŭ ĉiuj pafiloj de iu ajn grandeco povus esti movitaj iom rapide.","As artillery developed technically , almost all guns of any size could be moved at some speed .",B2,False
"En la 1980aj jaroj kaj 1990-aj jaroj, historiistoj, ĉu tiu ĉi termino estas taŭga .","In the 1980s and 1990s , historians have argued over whether this term is appropriate .",B2,False
"De la 1990-aj jaroj, la Federacia registaro inversigis siajn opiniojn pri lupoj .","By the 1990s , the Federal government had reversed its views on wolves .",B2,False
"La malpli frua Ciberistoj havis nemalpurigon, kantas antaŭ unu voĉo, kreis per ŝanĝi siajn voĉojn sur silaboj, kiujn oni ne normale ŝanĝas.","Early Cybermen had an unsettling , sing-song voice , created by changing their voices slightly on syllables which a voice does not normally change .",B2,False
Multaj ludartistoj estas vokitaj por evoluigi grafikan traktadon por la medioj kaj elementoj en kiuj ludas - ludi ludojn anstataŭ .,Many game artists are called upon to develop graphical treatments for the environments and elements in which role - playing games take place .,B2,False
Multaj ludartistoj estas petitaj evoluigi grafikajn mediojn kaj elementojn en kiuj rololudoj okazas.,Many game artists are asked to develop graphical environments and elements in which role- playing games take place .,B2,False
Linspio desegnis kritikon el la oponanta libera programaro .,Linspire has drawn some criticism from the linux free software community .,B2,False
Linspio desegnis kritikon el la libera programeto .,Linspire has drawn some criticism from the free software community .,B2,False
Tiuj datoj povus esti la reĝo de la naskiĝo kaj korotago.,These dates could be the king 's birthday and coronation day .,B2,False
"Ĉi tiuj datoj supozeble estas lenktaj la reĝoj kaj kornadotagoj, respektite .","These dates are allegedly the king 's birthday and coronation day , respectively .",B2,False
Pli ol 2000 plendoj estis faritaj kontraŭ la organizo en 2009 kun simila nombro da plendas de 2017.,"Over 2000 complaints were made against the organization in 2009 , with a similar number of complainst by 2017 .",B2,False
"La urba registaro konsistas el urbestro, kiu estas elektita en granda kaj kvin membro de urba konsilantaro, kiuj estas ĉiuj elektitaj el distrikto .",The city government consists of mayor who is elected at large and five member city council who are each elected from a district .,B2,False
"La urba registaro konsistas el partatempa urbestro, elektita en grandgranda kaj kvin-tempa konsilantaro elektita el distriktoj .",The city government consists of a part-time mayor elected at-large and a five-member part-time city council elected from districts .,B2,False
"En la frua 1972, la komerca filmeto registris industrion en Japanio kun financa sukceso.","In early 1972 , the commercial video recording industry in Japan took a financial hit .",B2,False
"Tiuj plantoj havas simplan strukturon, sen evidentaĵo aŭ folioj.","These plants have a simple structure , lacking an obvious stem or leaves .",B2,False
"La metodo komparis vortojn en teksto al listo de vortoj, kiuj estas familiaraj en ĉiutaga skribo.",The method compares words in a text to a list of words which are familiar in everyday writing .,B2,False
La malsano estis unue raportita en januaro 2007 en kelkaj New Yorkaj kavernoj .,The disease was first reported in January 2007 in some New York caves .,B2,False
Maroj estas unu el la plej ordinaraj oceanaj ekosistemoj en la mondo.,Seamounts are one of the most common oceanic ecosystems in the world .,B2,False
Kuntekstaj ŝaltiloj kutime konsumas kaj multe el la desegno de operaciumoj estas minimumigi la tempon de kuntekstaj ŝaltiloj.,Context switches are usually time consuming and much of the design of operating systems is to minimize the time of context switches .,B2,False
"Granda morto je la 3a de novembro 2018 el abdoleŭmoj, je la aĝo de 75 .","Large died on 3 November 2018 from an abdominal aortic aneurysm , at the age of 75 .",B2,False
Post la dua mondmilito mi ofte pli afortis germanojn ol Germanion.,After World War II many of the poorer Germans were displaced to Germany .,B2,False
"Post la gararta ciklo, la maŝino komencas la ekstraktadon de la procezo, kiu reafikas la refaradon de RROBO por reuzi .","After the rinse cycle , the machine begins the extraction process , which recovers the solvent for reuse .",B2,False
La urbo estis grava alteriĝo kaj rekobila loko dum longa distanco inter Eŭropo kaj Aŭstralio en la frua jarcento.,The city was an important landing and refueling place for early long distance airplane flights between Europe and Australia in the early twentieth century .,B2,False
En la dudeka jarcento la urbo estis uzata por alteriĝo kaj reforti de longa flugo inter Eŭropo kaj Aŭstralio.,"In the early twentieth century , the city was used for landing and refueling by long distance airplane flights between Europe and Australia .",B2,False
"Nu, ĉiuj rokoj estas klasifikitaj laŭ ilia kemio.",Igneous rocks can be classified according to their chemistry .,B2,False
Fari fuŝan animacion per argilo estas malfacila laboro.,Making a stop-motion animation using clay is hard work .,B2,False
Propetado de ĉesigita animacio uzante argilon estas ekstremega laboro.,Producing a stop-motion animation using clay is extremely laborious .,B2,False
"Aktoroj laboras en teatro, filmo, televido kaj radio devas lerni specifajn kapablojn .","Actors working in theater , film , television and radio have to learn specific skills .",B2,False
Ĝis kvin ludantoj povas samtempe ludi.,Up to five players can play simultaneously .,B2,False
"Kiam oni rikoltiĝas, la branĉoj ofte sekiĝas per ligno, donas fumplenan guston.","When yerba mate is harvested , the branches are often dried by a wood fire , imparting a smoky flavor .",B2,False
"Kiam la pumbo estas rikoltita, foje la branĉoj sekiĝas per ligno, alportante fumman guston.","When the yerba is harvested , the branches are dried sometimes with a wood fire , imparting a smoky flavor .",B2,False
Akseroj estas integra komponanto de la plej praktikaj stiriloj.,Axles are an integral component of most practical wheeled vehicles .,B2,False
Axles estas grava struktura komponanto de stirita veturilo.,Axles are an important structural component of a wheeled vehicle .,B2,False
Minuso havas iajn similajn ecojn kiel pozitivan .,Negative one has some similar properties as positive one .,B2,False
"Minuso havas iajn similajn, sed iomete malsimilajn ecojn al pozitiva .",Negative one has some similar but slightly different properties to positive one .,B2,False
"La ĉefa ekonomia ago de la estraro estas plantado kaj aro da brutoj, turismo kaj komerco kun Haitio.","The main economic activity of the municipality is agriculture and some livestock , tourism and trade with Haiti .",B2,False
Terkulturo kaj komerco kun Haitio prezentas la ĉefajn ekonomiajn agadojn de tiu ĉi estraro.,Agriculture and commerce with Haiti represent the main economic activities of this municipality .,B2,False
"Kelkaj urboj iros - en Votvertoj, kaj oficiala listo de lokoj kaj malfermitaj horoj haveblas kiel de la sesa de februaro .","A number of cities will host walk - in Voting Centers , and an official list of locations and open hours are available as of February 6 .",B2,False
"Observoj evoluis en la 17a jarcento de la printempa horloĝo, kiu aperis tiel frue kiel la 14a jarcento.","Watches evolved in the 17th century from spring-powered clocks , which appeared as early as the 14th century .",B2,False
"Observoj progresoj en la 17a jarcento de la printempa horloĝo, kiu aperis tiel frue kiel la 14a jarcento.","Watches progressed in the 17th century from spring-powered clocks , which appeared as early as the 14th century .",B2,False
"Dum vizito al kelkaj koncertoj estas senpaga, estas kutimo pagi monon por koncertoj per vendo de biletoj .","While admission to some concerts is free , it is common practice to charge money for concerts by selling admission tickets .",B2,False
"En la unuaj tagoj de naval militado, inter maristoj kaj soldatoj en militŝipo.","In the earliest days of naval warfare , there was little difference between sailors and soldiers on a warship .",B2,False
En la unua tago de la navala militado estis malgranda distingo inter maristoj kaj soldatoj en militŝipo.,"In the earliest day of naval warfare , there was little distinction between sailors and soldiers on a warship .",B2,False
"Dek alumetoj partoprenis en la evento , inkluzive de tri sur la fina fenestro.","Ten matches were contested at the event , including three on the pre-show .",B2,False
"InDDosoj estas ankaŭ dungistaj en elektraj datumstkaj sistemoj, kie ili estas uzataj por limigi la aktualajn kurentojn kaj aktualajn kulpojn.","Inductors are also employed in electrical transmission systems , where they are used to limit switching currents and fault currents .",B2,False
Memicio de titolo ne nepre estas kontraŭleĝa. Ĝi dependas de la leĝo de la loko kie la titolo estas uzata.,Self - assumption of a title is not necessarily illegal : it depends on the law of the place where the title is used .,B2,False
Iuj enzimoj bezonas plurajn nefaraĵojn.,Some enzymes need several cofactors .,B2,False
"Tamen, ĝi estas ege daŭra ekologia poluado, ĝi ne facile rompiĝas.","However , it is an extremely persistent organic pollutant ; it does not easily break down .",B2,False
