esperanto,english,cefr_level
"Lia plej signifaj insektoj estis la plej signifaj herboj, kaj la evoluo de la terkulturaj plantoj estas vaste asociitaj kun la evoluo de insektoj.","Historically , insects have been the most significant herbivores , and the evolution of land plants is closely associated with the evolution of insects .",C1
"Ekzistas tri ĝeneralaj kategorioj, en kiuj la amnezio povas esti akiritaj de persono .",There are three generalized categories in which amnesia could be acquired by a person .,C1
"La kyntutoj verdestas kun la dinosaŭroj, sed ili nur estis shaŭridegrandaj.","The cynodont therapsids flourished with the dinosaurs , but they were only shrew-sized .",C1
"Hazazad mortis en Novjorko en 12a de decembro 2016 pro malfacilaĵoj de ĵalio, 85.","Hazzard died in New York City on 12 December 2016 from complications of dementia , aged 85 .",C1
Name,Ammonia is converted to nitric acid in two stages .,C1
La ŝtono pinsanta koloro estas tute taŭzata aŭ flavela kun la frikitaj ŝablonoj varias de brunigitaj brunaj ombroj.,The rock python 's color pattern is whitish or yellowish with the blotched patterns varying from tan to dark brown shades .,C1
"En 1963 estis desegno de konkurso por nova konstruaĵo por la Rajksumsum , sed neniu el la proponantoj estis konsiderita por sufiĉa kvalito.","In 1863 , there was a design contest for a new building for the Rijksmuseum , but none of the submissions was considered to be of sufficient quality .",C1
La Koloraĵoj ĉesigas fotin lenstikon povas esti alĝustigitaj por kontroli la kvanton de lumo atingi la filmon aŭ bildon de sentilo.,The aperture stop of a photographic lens can be adjusted to control the amount of light reaching the film or image sensor .,C1
"La lafo kutime estas aacita aŭ vaghyli, riĉa en arilica .","The lava is usually dacitic or rhyolitic , rich in silica .",C1
Unu baro por atingi pli altan funkciadon de la instruo - paralemismo fontas el la akvofejoj kaj elfluejoj pro elfluado.,One barrier to achieving higher performance through instruction - level parallelism stems from pipeline stalls and flushes due to branches .,C1
Kolora blindeco kutime heredas genetikan perturbon.,Color blindness is typically an inherited genetic disorder .,C1
"Usono estas dividita en nombraĵojn aŭ nombrijn - ekvivalentajn - ekvivalentajn , kiuj povus esti asignata al loka registara aŭtoritato, sed ne estas suvereno.","States are divided into counties or county - equivalents , which may be assigned some local governmental authority but are not sovereign .",C1
La sala krokodilo estas granda kurba pligrandiĝo ĝis ĉirkaŭ 5 m da tempo.,The saltwater crocodile is a large reptile growing to about 5 m in length .,C1
"La specifaĵoj de iliaj fekuloj varias konsiderinde ene de la grupo, inkluzive de tri formoj de ŝia amfoniismo kaj almenaŭ sep formoj de partogenioj.","The specifics of their reproductive systems vary considerably within the group , including three forms of hermaphroditism and at least seven forms of parthenogenesis .",C1
"La plimulto de la membroj havas malsimplan vivokonklecon, sekve kaj seksan fekison.","Most members have a complex lifecycle , involving both asexual and sexual reproduction .",C1
Kelkaj kontraŭvivirvidaj homoj estis testitaj pro efika efikeco en la komuna malvarmo.,A number of antivirals have been tested for effectiveness in the common cold .,C1
"La objekto havas ruĝan spegulitan spektron, dirante, ke la surfaco povus esti riĉa en organika materia materialo.","The object has a red-sloped reflectance spectrum , saying that the surface could be rich in organic material such as tholins .",C1
urinika infekto en la suba urinkroko estas konata kiel urinveziko.,A urinary tract infection in the lower urinary tract is known as a bladder infection .,C1
"Kiel la plej multaj porno por viroj, la plej ofte ambaŭseksemanoj aliĝas al al malseksa aŭ ambaŭseksemanoj.","As most porn is marketed to men , most bisexual porn is marketed to heterosexual or bisexual men .",C1
"Ĉiuj Paraj jam malkovris, ke ĝis nun oni havas cosurojn .",All Paraves discovered so far have been coelurosaurs .,C1
"Typbaj plantoj kaj bestoj havas du anstatauxaĵojn de kromosomoj, unu heredaĵo el ĉiuj gepatroj.","Typical plants and animals have two sets of chromosomes , one set inherited from each parent .",C1
"Montenta sekurkopio nur kopias la datumojn, kiuj ŝanĝiĝis ekde la lasta infuncepia sekurkopio.",An incremental backup only copies the data that has changed since the last incremental backup .,C1
Weismull estis unu el la mondoj plej rapidaj naĝantoj en la jaro mil naŭcent kvin olimpiaj medaloj por naĝado kaj bronza medalo por akvo.,"Weissmuller was one of the world 's fastest swimmers in the 1920s , winning five Olympic gold medals for swimming and one bronze medal for water polo .",C1
"Alia komuna metodo de mojosado estigas objekton por glacio, sekan glacion, aŭ likvan nitrogenon.","Another common method of cooling is exposing an object to ice , dry ice , or liquid nitrogen .",C1
"Ekzistas tri malsamaj specoj de sekcioj , la parablao, la tangento kaj la elipso .","There are three different types of sections , the parabola , the hyperbola and the ellipse .",C1
"La plenkreskuloj de tiu ĉi mendo posedas kvarmbajn flugilojn, kun la kavistinoj kaj malantaŭaj ĉirkaŭ la sama grandeco, kaj kun multaj vejnoj.","The adults of this order possess four membranous wings , with the forewings and hindwings about the same size , and with many veins .",C1
La mecinikoj ĝenerale ĉasas birdojn kiel sian ĉefan ĉasanton.,The accipitrine hawks generally hunt birds as their primary prey .,C1
La tuta urnano minuks enhavas malgrandan kvanton da radiio kiel radioaktivan produkton de uuran .,All uraninite minerals contain a small amount of radium as a radioactive decay product of uranium .,C1
Ĉevalo - desegnita por-hiefferburga laboro komencis funkcii en Parizo kaj Londono en la frua jarcento .,Horse - drawn for-hire hackney carriage services began operating in both Paris and London in the early 17th century .,C1
Kupropio estas uzata por ni kunligitaj densaj kuproj por la celo de elektraj konektoj.,Copper thermite is used for welding together thick copper wires for the purpose of electrical connections .,C1
"Li redaktis kaj verkis multajn librojn kaj artikolojn pri eduka teorio, politiko kaj praktiko, kaj aperis sur multaj paneloj kaj symo.","He has edited and written many books and articles on education theory , policy and practice , and has appeared on many panels and symposia .",C1
Multaj specioj vivas tute laŭ partogeneraĵoj.,Many species reproduce entirely by parthenogenesis .,C1
Fizikistoj laboras sur nombro da vojoj por skribi teorion de kvantuma gravito.,Physicists are working on a number of ways to write down a theory of quantum gravity .,C1
"Kiel multaj profundaj falodoj , la vampiroj ne havas inkon.","Like many deep-sea cephalopods , the vampire squid lacks ink sacs .",C1
Ekmulanta sistemo kun pli alta specifa impulso uzas la mason de la fanato pli efika .,A propulsion system with a higher specific impulse uses the mass of the propellant more efficiently .,C1
Alia apliko de materialscienco estas la strukturoj de Lrampts kaj vitro tipis kun la plej eta gareta materialoj.,Another application of material science is the structures of ceramics and glass typically associated with the most brittle materials .,C1
"Lia manorke ankaŭ estis negativaj konsekvencoj, ĉefe asociita kun la akvobaraĵoj normale bezonata por la produktado .","Historically there have also been negative consequences , mostly associated with the dams normally required for power production .",C1
"Panjoj de homoj kaj aliaj bestoj troviĝis sur ĉiu kontinento, sed kiel rezulto de naturaj konservado tra nekutimaj kondiĉoj, kaj kiel kulturaj artaĵoj .","Mummies of humans and other animals have been found on every continent , but as a result of natural preservation through unusual conditions , and as cultural artifacts .",C1
"La adaptado kovras ok el la 24 rakontoj kaj enhavas abundan nucon, seksan kaj frapas humuron.","The adaptation covers eight of the 24 tales and contains abundant nudity , sex and slapstick humor .",C1
"Ne nur la dividoj restis en neniu loko dum pli ol tri mil jaroj, la areoj de la individuo kaj ilia ordo restis stabila .","Not only did the division into nomes remain in place for more than three millennia , the areas of the individual nomes and their ordering remained remarkably stable .",C1
Liograjno estas tre korsio.,Lithium oxide is very corrosive .,C1
"Kelkfoje, la evoluanta mondo suferas pro granda preventi infektajn malsanojn, pro tio, ke malnunucio kaj malriĉeco.","Sometimes , the developing world is plagued by largely preventable infectious diseases , due to malnutrition and poverty .",C1
Elektra akordemo funkcias per elektro kiel la nomo sugestas .,An electric locomotive runs on electricity as the name suggests .,C1
"Dujara paro da vagado, kies kunulo por la vivo kaj multigas ĉiujn du jarojn.",Pairs of wandering albatrosses mate for life and breed every two years .,C1
"Pli ol 99% el la bakterioj en la intuicio estas anarbio, sed en la omuso, hobliraĵo atingiĝas alte.","Over 99 % of the bacteria in the gut are anaerobic , but in the cecum , aerobic bacteria reach high densities .",C1
"Hidrogeno estas venena gaso, kiu miksiĝas kun senĉela ingenenco.",Hydrogen cyanide is a poisonous gas that interferes with cellular respiration .,C1
La pigmeo evitas homan kontakton.,The pygmy avoids human contact .,C1
"Kockats okupas larĝan gamon de hams , de arbaroj en subpapiaj zonoj al mangrirgrovejoj.","Cockatoos occupy a wide range of habitats , from forests in subalpine zones to mangroves .",C1
"Komunaj medicinaj kondiĉoj kiel naj infektoj, naalproporoj, aŭ dentikaj problemoj povas kaŭzi phanmojn.","Common medical conditions such as nasal infections , nasal polyps , or dental problems can cause phantom smells .",C1
"Iuj ŝarkoj estasvitaj, metinte siajn ovojn en la akvon.","Some sharks are oviparous , laying their eggs in the water .",C1
"Kvankam ili estas la plej malsimilaj el la kvinektaj familioj, la kiduloj havas nombron da trajtoj, kiuj havas komunan distingi ilin de aliaj cacinaj.","Although they are the most diverse of the caecilian families , the caeciliids do have a number of features in common that distinguish them from other caecilians .",C1
"Ili kutime estas rigardataj kiel la plej basalaj familioj de la caletaj familioj, kun multaj trajtoj en la aliaj grupoj.","They are usually regarded as the most basal of the caecilian families , with numerous characteristics lacking in the other groups .",C1
"Diabetic repatio influas 80 procentojn de tiuj, kiuj havas diabeton dum 20 jaroj aŭ pli.",Diabetic retinopathy affects up to 80 percent of those who have had diabetes for 20 years or more .,C1
La plej bona fluaĵo por prepari aŭ referta solvo estas pura akvo.,The optimal fluid for preparing oral rehydration solution is clean water .,C1
Amonio estas blanka solidaĵo.,Ammonium carbonate is a white solid .,C1
Cila acido estas blanka solidaĵo.,Phosphoric acid is a white solid .,C1
"Iuj akvokribinoj estas projektitaj por Pumpata memoro, akvoelektraĵo .",Some water turbines are designed for Pumped storage hydroelectricity .,C1
"La interna orelo troviĝas en ĉiuj verteloj, kun grandaj variaĵoj en formo kaj funkcio.","The inner ear is found in all vertebrates , with substantial variations in form and function .",C1
"En landoj, kie FGM estas komuna, la praktiko ""onizas multe da variantoj estas reflektataj en dekoj, ofte uzataj por belpremado.","In countries where FGM is common , the practice 's many variants are reflected in dozens of terms , often alluding to purification .",C1
